Key,AppliesTo,EditorKind,SourceKind,CurrentQuality,CurrentTrustBucket,DescriptionShape,DescriptionSha256,SourceCount,SameKeyHigherQualityElsewhere,HigherQualityContexts,ProposedDisposition,ReviewReason
InfantryNuked,Global,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,F1A9C790E259C4FA2BEE2A4ADC5D3BBF5A0B81FC8715C6225D8B99B52FE9862D,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
InfantryNuked,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,62937C410041BD454267A198BD2147E08CA7B34C910B7227CFBD5BA6FB20F816,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
InfantryVirus,Global,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,86DFB16451D1E6FAF141EDD0462DB2721680AFBD1A1DBDCFF4B6120117797DD3,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
InfDeath,Techno,Text,Yuri,source-verified-guardrail-warhead-core-20260603,VerifiedGuardrail,SpecificOrNeedsReview,12A1BF813A839C424B9E25F58AC8A874417B665C859DB0A08EBF7828AB8D8D51,1,True,Warhead,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
InfDeath,Weapon,Text,Yuri,source-verified-guardrail-warhead-core-20260603,VerifiedGuardrail,SpecificOrNeedsReview,96AF61E268362B49EA4FB9FEA739D11CD4A76F1D5934F755C433290257B3E0B2,1,True,Warhead,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Infiltrate,AI,Text,Yuri,source-verified-legacy-guardrail-ai-schema-recheck-20260603,VerifiedGuardrail,SpecificOrNeedsReview,583A3695B23AF9C7095DCB99A6FCA7A50364ECB59B0DF8A76902576ED2E90A0D,1,True,Infantry,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Infiltrate,Techno,Text,Yuri,source-verified-legacy-guardrail-ai-schema-recheck-20260603,VerifiedGuardrail,SpecificOrNeedsReview,702814D3FC36D78A6EC998A3E1B90C7C738FD6ECD1CCA938A3647435243A53CE,1,True,Infantry,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
InfiniteMindControl,Techno,Reference,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,F0350A7A92370087EB5F359F996EBC9C7C142329740D3195CC247D1F7A4A543A,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
InfiniteMindControl,Weapon,Boolean,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,5BE8BC93484D1FD1F43990F8C6A434317D0060B825C02047E15CEC605640F3E1,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
InheritArmorFromTechno,Shield,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
InitialAmmo,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,F90F22667EAA5681105D19A2A021E41BF2B912DBD245091BD21D3552AC7B947F,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
InitialSpawnsNumber,Techno,Integer,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,D34A184EC25860655FB2D3EC2BD3F179C79EC4577E137411E34EBFF4F6735ADB,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
InitialStrength,Techno,Integer,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,6F797360C57C6E5A62BC4AA724F70D32A2AF65CFC05574FFC7D020B6D734EC86,2,True,Shield,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
InitialStrength.Cloning,Building,Integer,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,E3D6CDAF0E669D0590016F68F9A392402D968CB6C1DDD2DB2787E81B8A713F1E,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
InitialVeteran,Global,Text,Yuri,community-verified-obsolete-guardrail-p1-20260603,Obsolete,RawLegacyFragment,2C22B5E3268350E944D4F81C4BE2D4D6C7987F3246AA87B877A4B19382C68198,2,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Interceptor.WeaponOverride,Techno,Reference,Phobos,auto-extracted,AutoExtracted,ShortDescription,C99EEC159A1E301AB8BB4EDA45506FE58064FDC224CA408980A0BE47A9A5C065,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
Invisible,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,CB323C13A832B4FA4B35C8BA1B0CFF1A17A3AC3510476B4B59E5A64A8D1A2AF3,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
InvisibleInGame,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,16D8E8A9841628248D3BC07BA8320F281CBEF43639172FE723348A04C733E3EE,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
Inviso,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,AFEAEA519B32A160734229DD245F9C6C2F0ADD770863204CD63EB00B2838B173,2,True,Projectile,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
Inviso,Weapon,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,FC4966D09DB0FFBFAC3290E952A0982A7F9AB13AB4DA20FC91B2596E8A2438AA,1,True,Projectile,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
Invulnerability,Global,Reference,Yuri,community-reviewed-chrono-global-p0-20260603,Unknown,SpecificOrNeedsReview,FEB3F5F078F0F41786481868EC4C4B0A75A295D963D2D55459DEA53E07534EA6,2,False,,RetainReviewed,Specific community-reviewed row retained; quality normalized to the existing manual-curated trust family without changing field identity or description.
Invulnerability,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,F0E7250F2EA3395AAB0AB4CB781B2ED2518A6CBC6521007118A28879DAA5908B,2,True,Global,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IonBeam,Global,Text,Yuri,auto-extracted,AutoExtracted,ShortDescription,0727E684CB9CD265D82811BF00016CF86AEB96EFEA77682F85424143025F0782,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
IonBeam,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,34D6DBDC9AF16E7A3F500563F4070301007D9ACF05E3F1CD66C8CD04E1A78CC0,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IonBlast,Global,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,9A0DEAF58EEA847629E9CB4353B9B06E90AE5E709A07772F938A78AC63E0F258,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
IonBlast,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,D70BA31128EFDE957BB1BB8896D4DE80C90A84F1019B2E912C7BD353EFB544BB,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IonCannonDamage,Global,Text,Yuri,community-reviewed-ts-ioncannon-or-legacy-guardrail-p0-20260603,VerifiedGuardrail,SpecificOrNeedsReview,F1B0F1E3A927E0D8CABD3636FB73F755032620F95D7D2C5F4B0BBEC902F7C836,2,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion. Runtime quality normalized with the manual-curated prefix while preserving its guardrail classification.
IonCannonDamage,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,6BB1A3B7B52008BB68F06817BA285114DCECF8EF0972F7223E279D321A2B6323,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IonCannonWarhead,Global,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,F02E8A85C696ACC489BED0060C56084BC7C930C5656710839562F038AD479B57,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
IonCannonWarhead,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,4928295699AB88D20FD3B68E2801E20B80805BFA80580193617BB63FE6493D94,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IonImmune,AI,Text,Yuri,source-verified-legacy-guardrail-teamtypes-schema-recheck-20260603,VerifiedGuardrail,SpecificOrNeedsReview,3B734FEAFC8BF3DC6028D04A4F6B1CE8A05FF099C7746EA36B20327327E38C93,1,True,TeamType,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
IonSensitive,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,CA6EF2587AFEEE02B9942D2654A56E7CC7E3FC3C2C7DB0218A8D798F8EC7FE02,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IonSensitive,Weapon,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,8C595878EFD9036445C234B17B46D9C817DBA660788A72CE84F827D9481D2875,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
IonStorm,Global,Text,Yuri,community-verified-obsolete-guardrail-p1-20260603,Obsolete,RawLegacyFragment,2C22B5E3268350E944D4F81C4BE2D4D6C7987F3246AA87B877A4B19382C68198,2,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
IonStorm,Techno,Text,Yuri,auto-extracted,AutoExtracted,KeyPlusField,575490BF7A13D78A351CC338E3A82F130C799A37079AB34B50F80F7A52B0D5E4,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
IonStorms,Global,Text,Yuri,community-verified-obsolete-guardrail-p1-20260603,Obsolete,RawLegacyFragment,2C22B5E3268350E944D4F81C4BE2D4D6C7987F3246AA87B877A4B19382C68198,2,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
IronCurtain.Effect,Techno,Enum,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,1A43D63477EBEAF861222E4922A2DA45BC770231DB4BF59191AFCE710A85907F,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IronCurtain.EffectOnOrganics,Techno,Enum,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,DA147645103D7E1B9403D92AFEAB8F961280E8352132E6028C41B818BEBAFF01,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IronCurtain.KillOrganicsWarhead,Techno,Reference,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,4A66C1C661357F0B8A5D7A1099280B1F8DD0BAFCB18233FFF0376EFDBC59A102,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IronCurtain.KillWarhead,Techno,Reference,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,37B4F7FA7EE28BF834BFCC9811A22B73A5073D1C4933388C365203BB12DA0A47,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IronCurtain.Modifier,Techno,Float,Ares,community-reference-inferred-ares-20260603,Inferred,UniformInferredTemplate,A49B8F35250EA8F5C241D31EB6737CE65F1582476A1CE068B52D4B3CE993D7CE,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IronCurtainColor,Global,Text,Yuri,community-reviewed-chrono-global-p0-20260603,Unknown,SpecificOrNeedsReview,FEB3F5F078F0F41786481868EC4C4B0A75A295D963D2D55459DEA53E07534EA6,2,False,,RetainReviewed,Specific community-reviewed row retained; quality normalized to the existing manual-curated trust family without changing field identity or description.
IronCurtainDuration,Global,Integer,Yuri,community-reviewed-chrono-global-p0-20260603,Unknown,SpecificOrNeedsReview,FEB3F5F078F0F41786481868EC4C4B0A75A295D963D2D55459DEA53E07534EA6,2,False,,RetainReviewed,Specific community-reviewed row retained; quality normalized to the existing manual-curated trust family without changing field identity or description.
IronCurtainDuration,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,6E1F67CA2D49FF67C55603772240CF953821D98632D2A62186198760C3142448,2,True,Global,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IronCurtainInvokeAnim,Global,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,2F6F095FF1F6CDB3213BDEF078EAAC010271640D6D28BEC81FE00D7C57109DF9,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
IronCurtainInvokeAnim,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,CADB615B15765AE2DA797AF6472735967538493B942D5A175EFC73447147B7EA,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IsAlternateColor,LaserTrail,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
IsAlternateColor,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,FC3710F2D2188E98016E9A075736DBE6B31914CCF00804104F07AEBE858DB963,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
